,Item_Weight,Item_Visibility,Item_MRP,Low Fat,Regular,High,Medium,Small,Tier 1,Tier 2,Tier 3,Supermarket Type1,Supermarket Type2,Outlet_Identifier,Item_Type,Outlet_Establishment_Year,Item_Outlet_Sales_Prediction
705,6.615,0.093385381,197.8426,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,3189.8916255996305
706,12.3,0.11125355,36.0874,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,607.1148554575057
710,15.0,0.078332053,236.7248,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,3559.799494479166
712,19.0,0.017715927,212.6244,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,3634.2011702590257
713,13.0,0.099306497,46.706,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,3.0,803.9487399866075
716,5.825,0.0914091,160.9894,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2619.094471971203
720,9.065,0.0,94.4094,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,1618.155591216057
723,5.86,0.150824783,157.0314,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,2612.8248853403225
724,7.5,0.03275986,237.8906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,3606.2489884581005
725,6.69,0.036879682,176.637,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0,3.0,2962.3726915482507
727,8.89,0.005469959,101.7016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,1682.5421171894477
729,18.0,0.047337627,173.6422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,2839.603443679674
731,8.275,0.110461228,103.6306,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,1687.3592153532304
732,15.0,0.0,185.2266,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,3125.9990724939785
735,20.1,0.034706495,120.1782,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,2016.1360096980266
736,16.5,0.074128491,205.4638,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,3035.41909073966
737,16.0,0.017578564,45.9718,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,814.8539629587208
739,5.175,0.029541813,105.1622,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1767.1241722491113
741,13.3,0.021269538,117.2124,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,2022.4652568996617
743,7.56,0.063770861,154.963,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,2520.4102699500268
746,18.85,0.13827922,251.8724,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,4173.2829655263595
748,12.6,0.073906461,256.2356,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,4332.919662092114
751,20.5,0.112867957,195.3478,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2831.1227018769428
752,12.15,0.058425726,163.2552,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,2656.1360680590874
753,14.15,0.042173019,52.7982,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,945.3895977071588
754,8.785,0.026007997,121.9414,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2029.851627868888
755,6.38,0.0,178.5344,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,2999.044765893435
756,15.35,0.03512042,123.073,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,3.0,2024.4971727051125
757,19.85,0.064521395,126.4704,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,2068.6144187476125
758,13.15,0.056382065,143.4812,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,2336.5900847397397
759,8.35,0.127386531,76.4354,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,1.0,885.2511256588427
761,8.26,0.032414575,124.973,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2068.971292694208
763,17.35,0.062949401,88.983,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,1480.113470731218
764,6.695,0.076187616,191.382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,2.0,2820.0749140334706
765,15.6,0.143078892,126.4994,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,2074.0838642172057
768,15.3,0.023013626,102.4332,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1694.3369831604819
769,11.6,0.157470693,168.9474,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,2404.4529006365415
770,20.5,0.019229584,80.9592,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,1385.8844582675474
771,9.5,0.041001013,223.0088,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,3379.8285568114848
772,16.2,0.128422279,177.237,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2850.7343225269665
776,6.615,0.093765794,199.2426,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,4.0,2934.158045247025
778,20.75,0.063325948,154.1682,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,2516.9927154911697
781,8.185,0.038696828,118.5808,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,3.0,1980.4346975029403
782,11.8,0.054144012,75.8012,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1316.4686863363363
784,19.7,0.067208126,175.337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2508.37194931591
786,17.85,0.146427351,93.4436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1377.8504532575898
787,16.0,0.099539874,212.3902,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,3.0,3138.4810346597737
788,16.75,0.029734029,37.6822,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,699.1288585392672
791,9.285,0.049481039,246.7144,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,3.0,3766.5225086811356
792,16.0,0.017622773,48.1718,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,1.0,502.40667950224497
794,10.195,0.045052492,116.5808,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1960.1856528667527
795,8.71,0.0,91.9778,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,4.0,1223.1950589178537
797,8.895,0.081021001,49.0008,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,3.0,793.9179720505103
798,16.5,0.036790859,181.4318,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,2682.018928868462
802,19.6,0.128557634,169.0816,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,2385.8830965624725
806,9.695,0.029618788,158.892,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,11.0,2.0,2668.7191797261808
807,9.5,0.04868553,186.8898,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,3072.1702383255456
808,10.5,0.027318818,172.7106,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,2895.4559385272128
809,6.65,0.053289916,147.0734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2359.901072593874
810,8.26,0.032441572,121.673,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1991.0097715952415
811,17.75,0.03055448,179.166,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,3004.0561631191117
812,6.325,0.12537274,99.7042,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1622.5751652939116
813,14.3,0.065308939,89.8856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1471.3697936964118
814,10.195,0.10739705,149.5076,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2368.892635495398
815,20.6,0.046092237,178.6344,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,2983.2315938937513
819,12.85,0.022585241,181.0318,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2993.7422070865928
821,14.85,0.019507599,262.091,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,4453.651532525075
823,12.35,0.164609767,117.6124,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1516.3735489758965
825,5.73,0.045363276,85.1882,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,1482.7884945361839
826,5.78,0.096368001,160.6552,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,2700.2131921496443
827,19.2,0.0,189.6214,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,4.0,3270.852876029469
828,20.5,0.032768691,40.9822,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,635.3846160858598
829,11.6,0.038675869,55.1272,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,601.035040004946
830,9.195,0.063960902,86.4566,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,2.0,1442.6019605126771
833,5.75,0.075170211,115.3176,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,12.0,1.0,1885.2354500709948
834,19.0,0.067391444,129.6626,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,2093.4043479257566
838,20.2,0.039308756,156.463,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,2619.7735276712824
839,18.7,0.014652476,52.3324,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,3.0,546.733256861437
842,9.105,0.038638642,32.39,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,4.0,222.50622694231697
843,16.75,0.021224126,52.7298,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,851.705040143188
844,5.655,0.085204025,168.45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,2737.845420669198
846,18.85,0.055583959,131.7284,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1795.5009022812155
848,12.15,0.006787278,122.573,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1724.4068500958183
849,15.6,0.066997948,184.0924,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,4.0,2683.5347916178903
851,7.725,0.047773924,251.0092,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,11.0,3.0,4247.665506248277
853,15.5,0.125883329,175.4028,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,2869.827225725757
855,10.3,0.070325509,264.3226,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,4010.788829603341
856,20.85,0.056455037,102.7648,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,1765.0647723403922
860,12.35,0.09991293,113.4518,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1822.4348070932738
863,19.25,0.058264085,81.9908,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,1429.5314928337039
864,9.6,0.084882966,106.528,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,1713.4788592500054
868,14.0,0.0288575,131.431,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,2249.3737851899873
869,8.0,0.030239711,250.6092,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,4158.730191409602
870,6.095,0.081322858,141.2154,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2295.145992219441
873,12.5,0.103603094,169.1448,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,2782.9321818865915
874,14.0,0.029717039,143.8786,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,2511.638520710226
876,17.35,0.063107714,91.283,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1170.0623188503691
877,13.15,0.020748121,82.7566,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,1395.2667140505164
878,16.85,0.023190398,44.8428,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,792.9872722846158
880,6.78,0.140136534,94.712,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1572.4066151997808
883,11.15,0.05716456,103.8622,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,1394.8259817037151
885,20.25,0.0,185.7924,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,3.0,2794.029451448349
889,7.96,0.0284073,162.9894,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,2712.662170872651
892,15.1,0.076012177,90.283,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,1436.683512986338
893,7.42,0.025719421,189.5872,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,3154.1020800490537
897,11.65,0.01091879,110.7544,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1814.84248278947
898,10.5,0.0662837,78.996,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1302.4865165607398
899,6.13,0.028436862,109.0912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,1475.965922059096
900,18.85,0.039805092,40.348,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,345.84536536559744
901,17.75,0.0,112.0544,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1966.7213469881503
906,14.15,0.0,125.2046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,2075.870261995597
907,6.92,0.130815962,92.4804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1476.9348942472252
908,13.15,0.024689595,177.0686,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2936.8685901547055
910,12.6,0.03152879,170.3764,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2919.055421892827
912,11.6,0.156831826,166.5474,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,2663.1033882338775
913,9.8,0.024383317,114.0492,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,1865.590233479108
914,11.15,0.0082799,151.8708,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2508.8452032555147
917,12.65,0.047310687,113.3202,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,1878.1747556617256
919,6.445,0.029737925,96.5436,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,1624.8204997746989
921,6.325,0.125073951,100.6042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,4.0,1588.1931707954532
922,12.1,0.01542162,162.5526,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,3.0,2700.2233418995497
923,8.27,0.089918992,150.7708,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,2171.493885074344
924,8.71,0.045986314,45.5744,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,722.3570008833713
925,6.13,0.028321492,108.0912,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,1762.7267026133568
927,10.65,0.085065105,228.9668,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,3771.3608760109296
928,11.5,0.017669658,129.8626,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,3.0,2202.7130690378544
929,8.63,0.033043717,112.8518,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,11.0,2.0,1579.8770712156552
933,15.5,0.156928379,148.2418,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2311.4066349885074
935,15.7,0.114743211,112.1202,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1794.5083000194027
937,7.55,0.027147206,151.134,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,3.0,2499.492912143993
939,10.0,0.038678487,245.7144,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,4154.971183392367
941,15.2,0.097062093,116.6492,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1828.7685997380872
946,12.6,0.056030907,50.7982,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,795.9798276138677
948,18.1,0.177935403,155.6288,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,2508.448100735511
954,6.365,0.0,62.5536,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,1.0,1156.7283509794943
955,15.25,0.026587669,85.9198,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,1398.5519422247062
956,18.35,0.015366655,105.5938,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,1401.4021905059626
957,8.785,0.020577225,154.2656,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2512.8206862683396
958,8.645,0.021586004,53.7982,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,2.0,884.4633684112478
959,20.2,0.039240315,154.463,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,2628.606796464967
960,19.85,0.045660601,124.502,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2125.3219059286553
964,15.5,0.103863648,143.147,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,2.0,1974.9265958768597
965,11.5,0.046195515,117.4124,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1949.2576025905973
966,11.0,0.106001313,125.5046,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,2045.398744369722
967,7.47,0.152387525,214.3218,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,3509.5221965965716
968,12.1,0.011530019,162.4526,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2713.2112699384647
971,11.5,0.017627547,130.4626,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2167.414936184441
975,11.6,0.017730232,179.6686,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,4.0,2980.330922642385
977,8.895,0.088322179,124.273,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1979.424712239917
978,18.0,0.047368095,171.7422,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0,1.0,2921.5598866611795
979,8.775,0.021585405,109.9228,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,2.0,1845.9661535924406
981,19.7,0.024693927,80.7592,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,12.0,3.0,1364.7568866032807
987,11.65,0.174016121,55.9298,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,868.6735848424464
988,20.35,0.021359628,78.7328,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1305.8981627108442
991,20.85,0.056418725,105.7648,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,4.0,1749.6932463040157
992,14.85,0.009936905,156.963,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,2716.1988859902426
993,12.85,0.108172183,234.2642,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3899.4964880873654
995,18.25,0.079218842,227.0062,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,3671.33984935347
997,16.7,0.070300718,109.3912,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1785.068631050402
998,9.6,0.036278264,141.4154,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,2.0,2431.865159722612
1003,19.35,0.058133621,240.3564,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,3968.1941727123153
1004,12.8,0.091020015,106.6938,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1780.2356314936542
1006,12.3,0.021842793,190.7162,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,3168.082422920628
1010,19.85,0.064421237,125.4704,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,2026.641220743904
1012,7.56,0.063717792,155.163,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2528.607628412103
1013,16.0,0.065063889,76.2986,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1212.4076506161487
1016,13.0,0.153589518,78.4986,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1256.9376786157732
1017,13.1,0.006057667,188.0898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,1.0,3132.349657620261
1018,20.7,0.042828678,177.3028,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,3027.4851533572396
1019,10.8,0.042036392,188.4214,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2776.0568279887043
1021,9.1,0.174118549,127.4362,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1941.811311545472
1024,9.8,0.045229136,37.1874,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,3.0,630.3182255234201
1025,14.65,0.099132174,51.6666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,783.7436837950959
1026,20.35,0.08983368,261.0594,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3911.131505935226
1027,12.65,0.076044589,191.9846,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,3141.207202453828
1028,12.65,0.062890304,161.2578,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2587.6622053866126
1030,8.905,0.14310206,60.5878,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,984.1340953429858
1031,12.6,0.0642104,121.7414,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,2023.9911439548896
1032,5.0,0.044183931,188.653,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,1.0,2806.378236356634
